,reserva_id,hotel_id,cliente_id,fecha_reserva,fecha_checkin,fecha_checkout,monto_total,estado_reserva
2714,2714,23,932,2022-02-23,2023-02-12,2023-02-13,4367,confirmada
2715,2715,50,5,2022-06-20,2023-07-14,2023-07-15,7738,confirmada
2716,2716,100,104,2021-05-13,2024-01-17,2024-01-18,5652,pendiente
2717,2717,94,685,2023-11-09,2020-09-28,2022-05-20,221,cancelada
2718,2718,21,363,2022-01-02,2022-12-04,2022-12-05,1004,pendiente
2719,2719,98,333,2021-09-24,2020-11-08,2020-11-09,4695,cancelada
2720,2720,78,361,2023-05-19,2022-09-04,2022-09-05,6856,cancelada
2721,2721,22,904,2021-09-15,2020-11-12,2022-04-17,1209,cancelada
2722,2722,88,718,2022-04-14,2023-05-29,2023-05-30,9901,cancelada
2723,2723,73,843,2022-03-31,2022-12-02,2022-12-03,2020,pendiente
2724,2724,65,908,2023-12-31,2023-09-13,2024-02-03,1294,cancelada
2725,2725,95,320,2022-11-01,2022-10-09,2022-10-10,2487,confirmada
2726,2726,57,322,2022-07-18,2024-03-21,2024-03-22,7009,pendiente
2727,2727,79,678,2022-04-27,2020-11-23,2023-10-17,2866,confirmada
2728,2728,16,543,2022-05-18,2023-11-03,2023-11-04,1999,pendiente
2729,2729,89,761,2022-05-04,2021-02-16,2021-02-17,7177,confirmada
2730,2730,89,677,2023-06-07,2023-11-28,2023-11-29,4056,pendiente
2731,2731,55,571,2022-12-17,2020-01-21,2020-03-17,8737,pendiente
2732,2732,20,280,2023-06-17,2024-03-23,2024-03-24,5286,cancelada
2733,2733,10,728,2022-07-05,2020-01-03,2021-06-03,9059,cancelada
2734,2734,76,368,2020-04-12,2020-09-30,2023-06-22,4220,pendiente
2735,2735,26,726,2021-08-28,2022-10-25,2022-10-26,9215,cancelada
2736,2736,98,575,2021-05-05,2020-09-06,2024-06-14,21,cancelada
2737,2737,41,276,2023-10-16,2021-02-04,2021-02-05,8796,confirmada
2738,2738,98,116,2023-03-15,2023-06-10,2023-06-11,373,pendiente
2739,2739,12,795,2020-08-03,2021-01-16,2021-01-17,9969,confirmada
2740,2740,40,242,2021-04-16,2023-09-24,2023-09-25,5924,cancelada
2741,2741,50,28,2024-01-29,2022-02-05,2022-02-06,8015,pendiente
2742,2742,58,810,2021-06-21,2021-04-23,2021-12-10,9910,cancelada
2743,2743,85,572,2022-01-30,2021-05-13,2021-09-30,2950,confirmada
2744,2744,62,542,2023-06-10,2022-09-29,2023-06-29,4787,pendiente
2745,2745,8,434,2021-01-12,2021-07-20,2021-07-26,3230,pendiente
2746,2746,96,110,2021-06-15,2023-01-31,2023-02-01,5695,pendiente
2747,2747,50,60,2022-09-18,2022-01-06,2022-12-06,7202,confirmada
2748,2748,28,668,2020-03-03,2023-01-17,2023-01-18,2309,cancelada
2749,2749,91,463,2023-02-07,2021-07-18,2022-10-02,7671,confirmada
2750,2750,59,961,2020-12-06,2021-07-09,2021-07-10,863,cancelada
2751,2751,53,917,2022-04-16,2021-06-06,2022-06-07,7096,cancelada
2752,2752,73,50,2022-11-23,2020-03-12,2023-06-03,2666,cancelada
2753,2753,39,22,2022-07-17,2023-03-23,2023-03-24,5139,cancelada
2754,2754,21,136,2023-01-04,2024-02-24,2024-02-25,7665,confirmada
2755,2755,28,857,2024-06-09,2023-11-21,2023-11-22,5939,cancelada
2756,2756,19,10,2023-09-18,2022-05-02,2022-05-03,157,pendiente
2757,2757,82,212,2024-03-23,2024-07-01,2024-07-02,5853,pendiente
2758,2758,89,734,2021-01-19,2024-06-09,2024-06-10,6992,cancelada
2759,2759,70,680,2020-10-26,2023-02-11,2023-02-12,85,cancelada
2760,2760,93,383,2022-10-14,2022-08-26,2022-08-27,6698,cancelada
2761,2761,15,374,2021-05-12,2023-01-07,2023-01-08,3583,cancelada
2762,2762,97,464,2020-06-14,2022-02-10,2023-09-15,4147,cancelada
2763,2763,49,958,2024-01-20,2021-09-08,2022-11-08,8998,confirmada
2764,2764,88,198,2020-07-20,2021-07-10,2023-07-08,5336,pendiente
2765,2765,4,470,2021-05-31,2022-05-31,2024-06-02,3252,confirmada
2766,2766,75,261,2022-09-17,2022-08-07,2022-11-16,5498,pendiente
2767,2767,83,730,2022-12-08,2023-04-15,2023-04-16,4246,confirmada
2768,2768,20,168,2022-01-13,2021-12-01,2021-12-02,5250,pendiente
2769,2769,7,797,2023-03-27,2022-07-22,2024-05-28,5962,pendiente
2770,2770,8,803,2023-08-31,2023-10-03,2023-10-04,9283,confirmada
2771,2771,92,936,2023-04-22,2023-04-08,2023-04-09,1018,pendiente
2772,2772,45,923,2022-07-29,2020-12-25,2021-12-14,2045,pendiente
2773,2773,71,632,2024-02-09,2024-05-01,2024-05-02,5920,pendiente
2774,2774,76,519,2022-08-22,2023-02-23,2023-02-24,6382,cancelada
2775,2775,79,241,2023-04-27,2024-06-17,2024-06-18,4231,cancelada
2776,2776,22,832,2023-04-28,2024-05-20,2024-05-21,9058,confirmada
2777,2777,79,985,2023-07-18,2022-11-02,2023-09-20,6294,cancelada
2778,2778,21,564,2022-07-04,2023-09-11,2023-09-12,8952,pendiente
2779,2779,39,733,2020-10-24,2024-01-05,2024-01-06,3666,pendiente
2780,2780,69,533,2022-08-08,2020-12-21,2021-04-10,9108,cancelada
2781,2781,57,863,2022-09-23,2021-07-11,2021-07-12,9552,confirmada
2782,2782,90,732,2021-01-20,2023-01-14,2024-02-08,6938,cancelada
2783,2783,33,283,2023-10-29,2020-09-03,2022-07-08,4279,confirmada
2784,2784,7,882,2021-04-23,2020-10-27,2020-10-28,2023,cancelada
2785,2785,81,530,2022-10-15,2022-06-03,2023-03-24,132,pendiente
2786,2786,100,61,2021-01-23,2020-07-24,2024-02-21,2068,cancelada
2787,2787,87,60,2022-03-29,2020-04-23,2023-11-01,8219,pendiente
2788,2788,100,284,2023-03-05,2021-03-01,2023-12-15,8782,pendiente
2789,2789,90,452,2021-05-31,2020-04-06,2022-11-08,7911,pendiente
2790,2790,41,167,2020-10-25,2023-11-10,2023-11-11,3359,pendiente
2791,2791,89,714,2022-06-29,2021-04-08,2023-01-27,807,pendiente
2792,2792,99,183,2020-10-11,2024-04-30,2024-05-01,694,confirmada
2793,2793,85,993,2022-03-09,2023-10-26,2024-04-01,2150,cancelada
2794,2794,16,593,2021-02-20,2021-03-31,2021-04-01,2378,pendiente
2795,2795,1,440,2022-04-30,2021-07-07,2021-07-08,6328,confirmada
2796,2796,7,84,2020-03-07,2022-11-18,2024-05-08,9261,cancelada
2797,2797,20,412,2020-02-19,2022-10-03,2023-02-12,2377,cancelada
2798,2798,2,872,2022-01-07,2023-05-07,2023-05-08,7935,pendiente
2799,2799,55,673,2022-03-22,2023-04-30,2023-05-01,4574,confirmada
2800,2800,55,305,2022-01-09,2023-01-19,2023-01-20,8558,pendiente
2801,2801,43,540,2023-10-23,2021-11-26,2024-05-04,6213,cancelada
2802,2802,97,666,2021-09-29,2022-09-11,2022-10-13,8105,confirmada
2803,2803,54,605,2024-02-23,2024-04-24,2024-04-25,2698,cancelada
2804,2804,49,476,2020-02-02,2022-07-19,2022-09-02,397,pendiente
2805,2805,95,16,2022-12-26,2020-07-04,2021-04-20,7359,pendiente
2806,2806,67,676,2021-12-15,2023-02-01,2023-02-02,9131,confirmada
2807,2807,19,835,2021-12-03,2022-03-26,2022-03-27,841,confirmada
2808,2808,43,489,2022-10-29,2024-06-22,2024-06-23,2702,pendiente
2809,2809,17,695,2023-01-21,2024-05-15,2024-05-16,1978,pendiente
2810,2810,15,616,2023-01-28,2024-01-02,2024-01-03,401,pendiente
2811,2811,74,94,2021-02-03,2023-11-04,2024-04-01,721,pendiente
2812,2812,52,679,2023-05-20,2024-02-27,2024-02-28,6246,pendiente
2813,2813,75,817,2023-01-20,2024-06-11,2024-06-12,7763,pendiente
2814,2814,27,645,2021-10-21,2021-05-19,2021-11-16,8733,pendiente
2815,2815,73,519,2022-10-15,2020-01-03,2024-06-06,796,cancelada
2816,2816,94,728,2020-01-02,2022-07-20,2023-03-29,3947,cancelada
2817,2817,10,850,2022-09-10,2024-03-23,2024-03-24,172,confirmada
2818,2818,55,893,2023-04-25,2021-10-23,2024-06-23,2398,cancelada
2819,2819,30,89,2023-03-23,2024-05-29,2024-05-30,6990,cancelada
2820,2820,25,381,2021-02-24,2023-01-08,2023-01-09,8304,pendiente
2821,2821,38,167,2021-05-15,2020-12-16,2021-10-12,1335,cancelada
2822,2822,69,94,2024-01-19,2023-02-04,2023-06-19,3638,cancelada
2823,2823,43,507,2020-05-08,2022-02-15,2023-11-17,3131,cancelada
2824,2824,82,865,2023-03-28,2022-02-04,2022-02-05,4955,pendiente
2825,2825,54,129,2022-04-21,2023-09-13,2023-09-14,5477,cancelada
2826,2826,57,125,2020-04-17,2020-07-09,2021-02-27,9842,cancelada
2827,2827,65,651,2021-08-21,2023-11-15,2023-11-16,2611,cancelada
2828,2828,78,527,2022-02-03,2022-09-20,2022-09-21,4941,cancelada
2829,2829,91,879,2020-02-21,2020-11-30,2022-09-21,2798,cancelada
2830,2830,44,963,2020-12-24,2023-06-29,2023-06-30,2034,pendiente
2831,2831,63,836,2022-01-27,2024-02-20,2024-02-21,1898,pendiente
2832,2832,84,840,2024-03-17,2022-07-24,2022-07-25,8778,pendiente
2833,2833,18,362,2022-04-03,2022-03-01,2022-03-02,2791,confirmada
2834,2834,68,769,2021-08-15,2020-07-19,2022-07-18,5684,pendiente
2835,2835,66,305,2024-05-19,2024-06-09,2024-06-10,7626,confirmada
2836,2836,65,60,2023-09-21,2022-03-15,2022-03-16,542,pendiente
2837,2837,82,533,2022-12-20,2023-05-20,2023-05-21,4872,cancelada
2838,2838,25,879,2021-08-08,2023-05-27,2023-05-28,1724,cancelada
2839,2839,36,863,2020-05-23,2021-08-08,2021-08-09,9301,cancelada
2840,2840,40,700,2024-01-23,2020-03-29,2023-08-23,1670,cancelada
2841,2841,66,178,2020-11-23,2022-08-14,2023-01-27,3604,confirmada
2842,2842,78,82,2021-01-06,2022-03-15,2024-05-09,8772,cancelada
2843,2843,74,466,2023-09-18,2020-04-08,2022-08-04,2284,confirmada
2844,2844,36,388,2024-02-27,2024-05-17,2024-05-18,6928,pendiente
2845,2845,85,115,2020-10-18,2020-01-15,2021-07-18,426,cancelada
2846,2846,36,508,2022-11-23,2021-08-27,2024-04-14,4591,cancelada
2847,2847,98,164,2021-10-28,2022-03-14,2022-06-23,3962,confirmada
2848,2848,93,497,2022-09-15,2021-07-14,2021-07-15,8335,confirmada
2849,2849,82,525,2021-08-17,2020-11-02,2021-08-25,8683,cancelada
2850,2850,88,796,2021-08-15,2023-08-10,2023-08-11,4820,pendiente
2851,2851,92,457,2022-09-11,2022-02-07,2024-05-03,6512,cancelada
2852,2852,22,545,2022-12-12,2023-07-08,2023-11-09,4525,cancelada
2853,2853,17,350,2022-04-04,2021-06-25,2021-12-11,1323,cancelada
2854,2854,67,988,2021-07-01,2021-07-30,2021-07-31,92,cancelada
2855,2855,74,816,2020-02-20,2020-01-28,2023-06-18,6146,pendiente
2856,2856,89,746,2021-02-26,2024-04-25,2024-04-26,6404,cancelada
2857,2857,78,980,2022-07-05,2020-05-27,2020-05-28,728,pendiente
2858,2858,34,701,2024-04-19,2022-08-10,2022-08-11,8367,cancelada
2859,2859,100,855,2021-10-21,2023-03-08,2023-03-09,17,confirmada
2860,2860,12,849,2021-12-10,2021-05-17,2023-12-02,3012,confirmada
2861,2861,16,776,2023-02-19,2022-09-02,2023-11-19,4867,pendiente
2862,2862,90,647,2022-01-26,2022-10-25,2022-10-26,6845,pendiente
2863,2863,51,498,2023-11-13,2023-03-10,2023-03-11,9131,pendiente
2864,2864,21,423,2023-09-12,2020-10-05,2024-05-18,8973,confirmada
2865,2865,46,763,2023-07-07,2020-02-10,2022-08-09,5160,pendiente
2866,2866,24,559,2021-03-23,2024-01-18,2024-01-19,3385,cancelada
2867,2867,40,799,2020-11-03,2021-01-19,2021-01-20,2679,confirmada
2868,2868,16,780,2020-09-17,2024-01-13,2024-01-14,3423,confirmada
2869,2869,88,561,2024-01-03,2021-11-26,2022-11-12,8054,pendiente
2870,2870,50,990,2021-07-23,2021-06-03,2022-08-26,6284,cancelada
2871,2871,93,518,2024-06-02,2023-10-31,2023-11-01,7406,confirmada
2872,2872,55,48,2020-07-18,2022-02-24,2022-02-25,5109,confirmada
2873,2873,47,515,2021-08-19,2022-03-20,2023-01-09,9714,pendiente
2874,2874,100,464,2021-02-13,2021-01-01,2021-03-16,7579,confirmada
2875,2875,19,282,2020-12-07,2023-03-07,2023-03-08,5583,cancelada
2876,2876,89,607,2021-01-09,2024-01-01,2024-01-02,4761,cancelada
2877,2877,86,789,2023-04-23,2023-03-28,2023-03-29,1097,pendiente
2878,2878,25,533,2023-03-09,2021-03-21,2023-08-03,8467,confirmada
2879,2879,85,128,2024-04-29,2023-12-25,2023-12-26,4655,cancelada
2880,2880,57,286,2021-04-25,2022-07-05,2022-07-06,4352,cancelada
2881,2881,53,558,2023-03-14,2023-04-15,2023-04-16,8115,cancelada
2882,2882,48,234,2022-08-20,2021-03-06,2022-01-14,5113,cancelada
2883,2883,96,57,2020-03-15,2023-06-03,2023-06-04,9482,confirmada
2884,2884,2,492,2022-11-10,2021-05-26,2021-05-27,6159,confirmada
2885,2885,49,631,2022-10-27,2020-10-09,2023-02-05,165,confirmada
2886,2886,98,55,2022-06-10,2024-02-08,2024-02-09,4331,confirmada
2887,2887,81,491,2024-03-08,2021-04-07,2023-07-09,7396,confirmada
2888,2888,55,767,2022-04-12,2023-06-14,2023-06-15,3090,pendiente
2889,2889,49,815,2021-11-01,2023-10-28,2023-10-29,6524,cancelada
2890,2890,40,48,2020-09-02,2022-08-24,2022-08-25,8882,cancelada
2891,2891,76,876,2020-07-13,2024-03-09,2024-03-10,9630,pendiente
2892,2892,66,876,2023-03-25,2022-07-25,2022-07-26,4355,confirmada
2893,2893,19,892,2020-03-02,2021-07-18,2023-02-11,2134,cancelada
2894,2894,39,755,2023-10-24,2020-01-27,2023-05-17,7616,pendiente
2895,2895,39,542,2023-10-26,2022-04-04,2022-12-29,8310,confirmada
2896,2896,94,627,2022-03-05,2022-07-17,2023-02-27,2641,pendiente
2897,2897,100,426,2023-10-26,2023-12-12,2023-12-13,3718,pendiente
2898,2898,73,55,2024-03-29,2022-03-30,2022-03-31,1993,pendiente
2899,2899,91,969,2022-12-17,2020-08-12,2024-03-22,188,pendiente
2900,2900,28,663,2020-02-19,2023-06-28,2023-06-29,5713,pendiente
2901,2901,45,398,2022-03-17,2021-08-17,2022-07-21,2008,confirmada
2902,2902,37,305,2020-08-19,2024-02-25,2024-02-26,5925,pendiente
2903,2903,10,844,2024-03-10,2022-04-29,2023-05-19,7746,cancelada
2904,2904,39,121,2021-06-09,2020-07-04,2023-05-03,3213,cancelada
2905,2905,36,971,2022-02-03,2023-01-11,2023-11-09,5820,confirmada
2906,2906,37,216,2024-01-20,2022-01-30,2022-01-31,5341,cancelada
2907,2907,11,487,2020-03-07,2021-06-30,2022-12-11,2403,cancelada
2908,2908,40,9,2023-08-06,2021-10-05,2022-10-09,4120,confirmada
2909,2909,16,909,2020-05-18,2022-07-10,2022-07-11,3455,pendiente
2910,2910,83,646,2021-09-19,2020-11-16,2022-09-08,8648,cancelada
2911,2911,88,343,2020-05-16,2021-03-22,2021-03-23,2043,pendiente
2912,2912,61,869,2023-06-06,2020-09-11,2024-01-01,8810,cancelada
2913,2913,59,948,2023-10-12,2022-11-23,2022-11-24,2778,confirmada
2914,2914,10,261,2022-07-08,2024-05-21,2024-05-22,4098,pendiente
2915,2915,77,160,2022-02-06,2023-09-11,2023-09-12,8234,pendiente
2916,2916,61,727,2020-11-26,2021-11-27,2023-10-27,1411,confirmada
2917,2917,53,353,2023-03-13,2020-06-04,2022-06-24,825,pendiente
2918,2918,77,267,2021-03-19,2022-10-13,2022-10-14,6113,confirmada
2919,2919,1,397,2020-02-23,2020-06-14,2023-05-27,3533,pendiente
2920,2920,1,523,2021-07-30,2024-01-04,2024-01-05,8366,confirmada
2921,2921,85,123,2020-05-04,2023-12-07,2023-12-08,888,cancelada
2922,2922,24,499,2022-05-08,2020-01-10,2020-09-06,9705,cancelada
2923,2923,27,581,2023-12-01,2022-01-12,2023-11-24,1059,pendiente
2924,2924,47,948,2021-06-11,2020-12-04,2023-01-26,2796,cancelada
2925,2925,52,896,2021-07-20,2021-02-05,2024-02-25,930,confirmada
2926,2926,11,913,2020-10-20,2020-01-25,2022-11-22,3224,confirmada
2927,2927,21,27,2023-02-02,2021-07-26,2023-04-02,894,confirmada
2928,2928,98,643,2020-11-06,2024-03-11,2024-03-12,9134,cancelada
2929,2929,76,339,2021-12-17,2023-03-14,2023-03-15,2133,pendiente
2930,2930,26,351,2022-07-15,2021-03-25,2023-01-29,9,pendiente
2931,2931,85,696,2024-06-29,2022-02-14,2024-04-07,7150,pendiente
2932,2932,35,978,2022-06-12,2023-02-02,2023-02-03,6912,confirmada
2933,2933,43,45,2023-10-15,2023-12-20,2023-12-21,3666,confirmada
2934,2934,74,9,2023-07-28,2024-03-03,2024-03-04,4664,confirmada
2935,2935,63,825,2020-09-25,2020-02-21,2021-07-21,3721,pendiente
2936,2936,21,55,2020-06-30,2020-06-25,2020-06-26,6250,cancelada
2937,2937,5,911,2021-08-29,2022-02-23,2024-03-26,8177,cancelada
2938,2938,74,779,2020-10-26,2020-08-22,2024-05-29,9243,pendiente
2939,2939,92,187,2023-10-18,2023-11-29,2024-06-05,7437,pendiente
2940,2940,82,648,2022-10-20,2023-10-10,2023-10-11,3773,pendiente
2941,2941,29,697,2020-06-02,2023-03-15,2023-04-20,5875,cancelada
2942,2942,30,790,2020-01-23,2022-11-16,2022-11-17,41,confirmada
2943,2943,10,786,2022-07-05,2023-12-03,2023-12-04,1729,confirmada
2944,2944,24,333,2024-06-01,2022-03-27,2022-03-28,5596,cancelada
2945,2945,99,533,2020-05-21,2022-12-30,2022-12-31,6102,confirmada
2946,2946,41,637,2020-10-31,2021-08-23,2021-08-24,4987,cancelada
2947,2947,77,705,2023-01-23,2020-10-21,2021-05-06,7124,pendiente
2948,2948,59,377,2021-05-03,2021-11-28,2021-11-29,4468,cancelada
2949,2949,61,585,2021-12-24,2020-04-09,2023-04-16,3413,cancelada
2950,2950,37,273,2020-04-14,2023-10-12,2023-10-13,2239,confirmada
2951,2951,60,902,2024-03-10,2023-07-15,2023-07-16,6559,cancelada
2952,2952,85,958,2020-07-10,2024-02-22,2024-02-23,9990,pendiente
2953,2953,66,115,2020-05-19,2020-04-08,2024-01-11,9789,pendiente
2954,2954,3,105,2022-12-19,2021-10-05,2021-10-30,967,cancelada
2955,2955,65,308,2021-01-31,2023-10-18,2023-10-19,8849,cancelada
2956,2956,61,668,2022-12-12,2021-08-11,2021-08-12,1697,pendiente
2957,2957,81,910,2023-05-17,2024-01-03,2024-01-04,572,confirmada
2958,2958,83,370,2021-09-10,2022-08-07,2022-08-08,2744,pendiente
2959,2959,52,869,2020-10-30,2022-08-28,2022-08-29,5616,cancelada
2960,2960,84,238,2021-05-30,2022-02-05,2022-02-06,1622,confirmada
2961,2961,64,622,2022-01-03,2020-11-28,2022-04-24,2393,cancelada
2962,2962,41,269,2023-06-15,2021-04-14,2021-04-15,2860,confirmada
2963,2963,21,841,2022-04-27,2021-06-03,2022-07-08,6508,pendiente
2964,2964,28,888,2023-04-05,2023-01-02,2023-01-03,5613,cancelada
2965,2965,94,27,2023-11-04,2020-07-26,2023-01-20,4799,confirmada
2966,2966,65,216,2022-07-28,2021-03-13,2023-11-30,220,cancelada
2967,2967,63,18,2023-11-08,2021-06-29,2022-04-04,6300,cancelada
2968,2968,44,747,2021-09-23,2020-02-10,2021-12-03,1775,confirmada
2969,2969,9,979,2023-07-29,2021-01-03,2024-02-23,8150,pendiente
2970,2970,29,595,2020-04-17,2023-03-08,2023-12-13,5872,confirmada
2971,2971,37,316,2020-12-05,2021-10-31,2024-04-19,888,confirmada
2972,2972,19,182,2022-04-10,2021-06-22,2023-04-09,2639,confirmada
2973,2973,35,365,2022-04-21,2023-10-11,2023-10-12,4568,pendiente
2974,2974,25,231,2023-04-28,2023-11-10,2023-11-11,5370,cancelada
2975,2975,82,379,2023-10-01,2020-05-09,2022-05-08,78,pendiente
2976,2976,61,956,2020-12-03,2021-10-27,2022-07-19,2690,confirmada
2977,2977,32,180,2021-03-06,2023-06-02,2023-06-03,169,pendiente
2978,2978,56,492,2024-02-20,2021-05-26,2022-09-25,4444,cancelada
2979,2979,71,41,2020-10-24,2023-05-18,2023-10-09,5896,cancelada
2980,2980,72,236,2023-05-11,2021-01-30,2021-04-10,5291,pendiente
2981,2981,98,366,2023-09-07,2021-05-06,2021-05-07,7773,confirmada
2982,2982,60,985,2022-07-06,2020-06-02,2023-09-20,8957,confirmada
2983,2983,46,545,2021-01-02,2020-06-11,2020-07-12,2958,pendiente
2984,2984,56,694,2021-08-14,2022-05-29,2022-05-30,1540,pendiente
2985,2985,72,722,2023-02-14,2023-08-20,2023-08-21,5137,pendiente
2986,2986,28,373,2023-03-12,2021-08-30,2023-12-13,2668,cancelada
2987,2987,21,995,2023-01-25,2020-12-20,2023-09-09,9733,cancelada
2988,2988,19,254,2023-10-29,2022-12-22,2023-01-16,5837,pendiente
2989,2989,60,270,2020-01-22,2020-06-22,2022-06-18,4688,cancelada
2990,2990,70,725,2022-02-26,2021-06-23,2021-06-24,634,cancelada
2991,2991,62,505,2023-11-17,2021-07-06,2023-09-05,3879,confirmada
2992,2992,81,174,2023-04-02,2023-03-19,2023-03-20,2567,pendiente
2993,2993,61,15,2023-05-06,2020-12-07,2021-09-05,1757,cancelada
2994,2994,55,829,2022-09-29,2023-01-27,2023-10-31,7930,confirmada
2995,2995,50,659,2023-10-14,2021-01-11,2022-03-01,9330,confirmada
2996,2996,34,106,2023-02-25,2023-06-10,2023-06-11,1438,confirmada
2997,2997,59,174,2021-02-26,2022-03-28,2024-01-24,5984,confirmada
2998,2998,88,682,2023-11-15,2023-02-24,2024-05-14,9978,pendiente
2999,2999,96,526,2023-06-12,2023-03-09,2024-02-22,6498,pendiente
3000,3000,13,634,2023-07-09,2021-03-24,2023-07-07,9784,confirmada
3001,3001,10,204,2024-04-18,2022-08-16,2022-08-17,2182,confirmada
3002,3002,39,601,2021-10-12,2022-02-22,2023-10-04,340,confirmada
3003,3003,14,66,2021-02-16,2021-09-25,2023-11-06,1876,confirmada
3004,3004,14,185,2022-08-21,2022-06-06,2023-09-02,98,cancelada
3005,3005,96,315,2021-11-17,2020-08-05,2021-02-14,1422,pendiente
3006,3006,36,565,2021-07-10,2020-12-19,2024-04-02,7685,pendiente
3007,3007,18,834,2023-09-05,2021-06-02,2021-09-24,2636,pendiente
3008,3008,1,573,2023-06-11,2024-02-21,2024-02-22,1066,confirmada
3009,3009,39,643,2020-03-30,2023-11-04,2023-11-05,4001,confirmada
3010,3010,37,913,2022-06-16,2024-02-04,2024-02-25,6016,cancelada
3011,3011,1,158,2024-01-19,2020-08-13,2022-07-23,9244,pendiente
3012,3012,41,163,2023-07-12,2020-02-16,2024-05-08,2062,cancelada
3013,3013,65,963,2023-07-11,2023-07-18,2023-07-19,9177,pendiente
3014,3014,77,620,2024-05-23,2020-08-10,2020-08-11,4285,pendiente
3015,3015,80,996,2020-11-03,2020-01-17,2022-11-21,6201,pendiente
3016,3016,86,905,2023-06-26,2020-01-22,2022-12-12,4409,cancelada
3017,3017,7,979,2020-07-19,2020-04-28,2023-10-07,8496,confirmada
3018,3018,45,866,2022-03-03,2021-02-26,2021-05-25,6216,confirmada
3019,3019,91,205,2023-01-26,2022-01-19,2022-01-20,1044,cancelada
3020,3020,3,417,2023-08-11,2024-05-25,2024-05-26,4572,pendiente
3021,3021,18,155,2022-07-04,2021-10-17,2021-10-18,404,pendiente
3022,3022,80,333,2020-01-16,2022-09-30,2023-02-14,2190,confirmada
3023,3023,68,520,2022-05-22,2024-03-15,2024-03-16,8068,confirmada
3024,3024,66,690,2020-02-11,2023-06-07,2023-06-08,8816,pendiente
3025,3025,99,54,2021-09-12,2021-11-12,2021-11-13,934,confirmada
3026,3026,22,251,2023-03-18,2021-12-30,2024-02-11,1064,confirmada
3027,3027,29,39,2021-03-24,2022-10-27,2022-10-28,8040,confirmada
3028,3028,54,640,2022-05-12,2022-05-11,2022-05-12,2624,cancelada
3029,3029,99,147,2020-12-21,2023-08-05,2024-06-23,3044,pendiente
3030,3030,54,140,2021-06-15,2023-06-25,2023-06-26,5188,confirmada
3031,3031,10,679,2020-07-04,2023-02-07,2023-02-08,8839,cancelada
3032,3032,9,266,2022-05-07,2021-04-05,2024-03-25,7594,confirmada
3033,3033,53,489,2020-11-26,2023-07-09,2023-07-10,2171,pendiente
3034,3034,85,949,2020-06-03,2021-03-28,2024-04-12,1665,pendiente
3035,3035,85,446,2022-06-02,2020-03-18,2023-05-31,4675,pendiente
3036,3036,34,554,2020-07-24,2022-08-19,2023-08-20,1515,pendiente
3037,3037,53,669,2021-09-26,2020-06-27,2021-05-29,2353,confirmada
3038,3038,98,629,2020-04-02,2021-10-05,2021-10-06,207,pendiente
3039,3039,82,633,2024-01-25,2023-05-14,2023-05-15,7409,pendiente
3040,3040,91,344,2021-02-20,2021-09-10,2023-01-26,7567,cancelada
3041,3041,14,843,2020-04-07,2022-10-06,2022-10-07,5744,cancelada
3042,3042,45,483,2022-07-14,2020-04-02,2020-05-17,3349,cancelada
3043,3043,58,993,2022-12-30,2023-10-17,2023-10-18,9728,confirmada
3044,3044,25,125,2021-07-12,2020-05-09,2021-08-27,5585,cancelada
3045,3045,80,28,2020-10-05,2022-03-31,2022-04-01,979,pendiente
3046,3046,98,417,2020-04-29,2023-01-22,2023-01-23,7295,cancelada
3047,3047,41,131,2022-05-18,2024-01-25,2024-01-26,6268,pendiente
3048,3048,27,509,2020-05-19,2021-12-03,2021-12-04,2991,cancelada
3049,3049,15,768,2023-07-09,2023-05-18,2023-12-11,1077,cancelada
3050,3050,84,801,2022-07-01,2022-12-18,2022-12-19,5953,confirmada
3051,3051,13,301,2022-12-10,2022-01-21,2023-12-05,6956,cancelada
3052,3052,74,713,2024-07-06,2024-02-02,2024-02-03,9960,cancelada
3053,3053,44,455,2023-12-29,2024-02-17,2024-02-18,2157,confirmada
3054,3054,69,180,2024-01-24,2022-12-11,2022-12-12,7284,cancelada
3055,3055,8,386,2022-06-11,2021-11-17,2021-11-18,5706,pendiente
3056,3056,42,121,2023-07-06,2020-05-06,2021-08-09,599,cancelada
3057,3057,41,559,2020-03-22,2020-08-01,2021-11-08,4509,confirmada
3058,3058,97,949,2023-07-30,2024-01-04,2024-01-05,1551,confirmada
3059,3059,35,761,2022-01-23,2020-07-21,2022-09-22,4600,pendiente
3060,3060,78,920,2020-03-17,2023-10-10,2024-01-03,5609,pendiente
3061,3061,21,82,2023-06-19,2020-02-05,2023-01-25,6097,pendiente
3062,3062,82,249,2024-01-02,2022-08-01,2022-11-14,2349,cancelada
3063,3063,90,780,2022-02-18,2023-10-26,2023-10-27,2814,confirmada
3064,3064,26,298,2020-02-29,2021-11-29,2021-11-30,4477,confirmada
3065,3065,45,532,2021-02-08,2022-04-25,2022-04-26,2663,confirmada
3066,3066,85,19,2023-01-05,2022-10-14,2022-10-15,759,confirmada
3067,3067,78,279,2022-09-11,2020-11-04,2022-01-29,4204,pendiente
3068,3068,47,345,2024-06-05,2022-08-03,2022-08-04,9265,pendiente
3069,3069,81,676,2023-07-24,2021-03-05,2021-03-06,4008,cancelada
3070,3070,84,867,2021-06-28,2023-07-21,2023-11-29,7588,cancelada
3071,3071,80,302,2023-11-09,2023-10-01,2023-10-02,5897,pendiente
